,O2 (Dis).O2 mg/L@La_Jara_Creek,O2 (Dis).O2 mg/L@La_Jara_Creek,O2 (Dis).O2 mg/L@La_Jara_Creek,O2 (Dis).O2 mg/L@La_Jara_Creek,O2%.O2%@La_Jara_Creek,O2%.O2%@La_Jara_Creek,O2%.O2%@La_Jara_Creek,O2%.O2%@La_Jara_Creek,PH Voltage.pH@La_Jara_Creek,PH Voltage.pH@La_Jara_Creek,PH Voltage.pH@La_Jara_Creek,PH Voltage.pH@La_Jara_Creek,pH.Ph@La_Jara_Creek,pH.Ph@La_Jara_Creek,pH.Ph@La_Jara_Creek,pH.Ph@La_Jara_Creek,Sp Cond.uS@La_Jara_Creek,Sp Cond.uS@La_Jara_Creek,Sp Cond.uS@La_Jara_Creek,Sp Cond.uS@La_Jara_Creek,Turbidity.mV@La_Jara_Creek,Turbidity.mV@La_Jara_Creek,Turbidity.mV@La_Jara_Creek,Turbidity.mV@La_Jara_Creek,Water Temp.C@La_Jara_Creek,Water Temp.C@La_Jara_Creek,Water Temp.C@La_Jara_Creek,Water Temp.C@La_Jara_Creek
07/20/2018 07:15:00,3.91,,,1,37.4,,,1,-4.2,,,1,6.8,,,1,106,,,1,95,,,1,13.38,,,1
07/20/2018 07:30:00,3.94,,,1,37.7,,,1,-4.4,,,1,6.8,,,1,106,,,1,91.4,,,1,13.32,,,1
07/20/2018 07:45:00,3.96,,,1,37.8,,,1,-4.5,,,1,6.81,,,1,106,,,1,96.8,,,1,13.26,,,1
07/20/2018 08:00:00,4.01,,,1,38.2,,,1,-5.3,,,1,6.82,,,1,106,,,1,95.8,,,1,13.22,,,1
07/20/2018 08:15:00,4.04,,,1,38.5,,,1,-5.7,,,1,6.83,,,1,106,,,1,91.7,,,1,13.19,,,1
07/20/2018 08:30:00,4.1,,,1,39.1,,,1,-6.3,,,1,6.84,,,1,106,,,1,93.3,,,1,13.19,,,1
07/20/2018 08:45:00,4.14,,,1,39.5,,,1,-7.1,,,1,6.85,,,1,106,,,1,93.1,,,1,13.23,,,1
07/20/2018 09:00:00,4.2,,,1,40.2,,,1,-8,,,1,6.87,,,1,106,,,1,92.5,,,1,13.3,,,1
07/20/2018 09:15:00,4.28,,,1,41,,,1,-9.6,,,1,6.9,,,1,106,,,1,91.4,,,1,13.37,,,1
07/20/2018 09:30:00,4.32,,,1,41.4,,,1,-10.4,,,1,6.91,,,1,106,,,1,90.2,,,1,13.45,,,1
07/20/2018 09:45:00,4.4,,,1,42.3,,,1,-11.3,,,1,6.93,,,1,106,,,1,88.9,,,1,13.53,,,1
07/20/2018 10:00:00,4.47,,,1,43,,,1,-11.4,,,1,6.93,,,1,106,,,1,83.6,,,1,13.59,,,1
07/20/2018 10:15:00,4.56,,,1,44,,,1,-11.8,,,1,6.94,,,1,106,,,1,92.5,,,1,13.69,,,1
07/20/2018 10:30:00,4.62,,,1,44.7,,,1,-12.5,,,1,6.95,,,1,106,,,1,97.6,,,1,13.84,,,1
07/20/2018 10:45:00,4.69,,,1,45.5,,,1,-13.1,,,1,6.96,,,1,106,,,1,94.1,,,1,13.98,,,1
07/20/2018 11:00:00,4.8,,,1,46.7,,,1,-13.9,,,1,6.97,,,1,106,,,1,93.5,,,1,14.16,,,1
07/20/2018 11:15:00,4.9,,,1,47.9,,,1,-14.6,,,1,6.98,,,1,106,,,1,92.9,,,1,14.36,,,1
07/20/2018 11:30:00,4.99,,,1,49.1,,,1,-14.8,,,1,6.99,,,1,106,,,1,135,,,1,14.62,,,1
07/20/2018 11:45:00,5.09,,,1,50.3,,,1,-15.1,,,1,6.99,,,1,106,,,1,122.9,,,1,14.86,,,1
07/20/2018 12:00:00,5.16,,,1,51.3,,,1,-16.2,,,1,7.01,,,1,105,,,1,119.7,,,1,15.14,,,1
07/20/2018 12:15:00,5.27,,,1,52.8,,,1,-17.5,,,1,7.03,,,1,105,,,1,120.3,,,1,15.5,,,1
07/20/2018 12:30:00,5.35,,,1,54,,,1,-17.9,,,1,7.04,,,1,105,,,1,120.1,,,1,15.85,,,1
07/20/2018 12:45:00,5.43,,,1,55.1,,,1,-17.9,,,1,7.04,,,1,105,,,1,120.4,,,1,16.14,,,1
07/20/2018 13:00:00,5.52,,,1,56.6,,,1,-19.2,,,1,7.06,,,1,105,,,1,120.3,,,1,16.55,,,1
07/20/2018 13:15:00,5.56,,,1,57.4,,,1,-18.8,,,1,7.06,,,1,105,,,1,120.6,,,1,16.93,,,1
07/20/2018 13:30:00,5.64,,,1,58.7,,,1,-19.2,,,1,7.06,,,1,105,,,1,122.6,,,1,17.3,,,1
07/20/2018 13:45:00,5.66,,,1,59.2,,,1,-19.6,,,1,7.07,,,1,105,,,1,123.4,,,1,17.53,,,1
07/20/2018 14:00:00,5.71,,,1,60.1,,,1,-20.1,,,1,7.08,,,1,105,,,1,121.8,,,1,17.77,,,1
07/20/2018 14:15:00,5.75,,,1,60.8,,,1,-19.7,,,1,7.07,,,1,105,,,1,119.9,,,1,18,,,1
07/20/2018 14:30:00,5.83,,,1,61.8,,,1,-20.2,,,1,7.08,,,1,105,,,1,120.1,,,1,18.15,,,1
07/20/2018 14:45:00,5.86,,,1,62.2,,,1,-19.6,,,1,7.07,,,1,105,,,1,120.4,,,1,18.21,,,1
07/20/2018 15:00:00,5.82,,,1,61.8,,,1,-20,,,1,7.08,,,1,105,,,1,133.7,,,1,18.19,,,1
07/20/2018 15:15:00,5.82,,,1,61.6,,,1,-19.5,,,1,7.07,,,1,105,,,1,123.9,,,1,18.14,,,1
07/20/2018 15:30:00,5.77,,,1,61,,,1,-19.2,,,1,7.06,,,1,105,,,1,119.8,,,1,18.08,,,1
07/20/2018 15:45:00,5.68,,,1,60,,,1,-19.3,,,1,7.07,,,1,105,,,1,122.8,,,1,17.99,,,1
07/20/2018 16:00:00,5.65,,,1,59.5,,,1,-18.6,,,1,7.05,,,1,105,,,1,125.8,,,1,17.92,,,1
07/20/2018 16:15:00,5.56,,,1,58.5,,,1,-18.6,,,1,7.05,,,1,105,,,1,124.8,,,1,17.84,,,1
07/20/2018 16:30:00,5.46,,,1,57.4,,,1,-18.2,,,1,7.05,,,1,105,,,1,120.4,,,1,17.78,,,1
07/20/2018 16:45:00,5.35,,,1,56.3,,,1,-17.5,,,1,7.03,,,1,105,,,1,123.1,,,1,17.75,,,1
07/20/2018 17:00:00,5.21,,,1,54.7,,,1,-17.4,,,1,7.03,,,1,105,,,1,119.4,,,1,17.76,,,1
07/20/2018 17:15:00,5.06,,,1,53.2,,,1,-16.5,,,1,7.02,,,1,105,,,1,125.5,,,1,17.78,,,1
07/20/2018 17:30:00,5.03,,,1,52.9,,,1,-16.2,,,1,7.01,,,1,105,,,1,125.2,,,1,17.81,,,1
07/20/2018 17:45:00,5,,,1,52.7,,,1,-15.7,,,1,7,,,1,105,,,1,122.4,,,1,17.86,,,1
07/20/2018 18:00:00,4.91,,,1,51.7,,,1,-15.1,,,1,6.99,,,1,104,,,1,119.2,,,1,17.9,,,1
07/20/2018 18:15:00,4.9,,,1,51.8,,,1,-14.8,,,1,6.99,,,1,105,,,1,128.2,,,1,17.97,,,1
07/20/2018 18:30:00,4.9,,,1,51.8,,,1,-14.6,,,1,6.98,,,1,105,,,1,118.6,,,1,18.05,,,1
07/20/2018 18:45:00,4.81,,,1,51,,,1,-14.4,,,1,6.98,,,1,105,,,1,121.5,,,1,18.11,,,1
07/20/2018 19:00:00,4.81,,,1,51,,,1,-14.4,,,1,6.98,,,1,104,,,1,121.4,,,1,18.18,,,1
07/20/2018 19:15:00,4.73,,,1,50.2,,,1,-14.1,,,1,6.98,,,1,104,,,1,121,,,1,18.21,,,1
07/20/2018 19:30:00,4.67,,,1,49.6,,,1,-14.1,,,1,6.98,,,1,104,,,1,117.8,,,1,18.25,,,1
07/20/2018 19:45:00,4.63,,,1,49.1,,,1,-14,,,1,6.97,,,1,104,,,1,119,,,1,18.25,,,1
07/20/2018 20:00:00,4.54,,,1,48.2,,,1,-13.6,,,1,6.97,,,1,104,,,1,125.2,,,1,18.23,,,1
07/20/2018 20:15:00,4.49,,,1,47.6,,,1,-13.4,,,1,6.96,,,1,105,,,1,118.4,,,1,18.18,,,1
07/20/2018 20:30:00,4.4,,,1,46.6,,,1,-13.4,,,1,6.96,,,1,105,,,1,120,,,1,18.11,,,1
07/20/2018 20:45:00,4.28,,,1,45.2,,,1,-13,,,1,6.96,,,1,105,,,1,117.1,,,1,18,,,1
07/20/2018 21:00:00,4.2,,,1,44.3,,,1,-12.5,,,1,6.95,,,1,105,,,1,119.2,,,1,17.89,,,1
07/20/2018 21:15:00,4.08,,,1,43,,,1,-12,,,1,6.94,,,1,106,,,1,118.4,,,1,17.79,,,1
07/20/2018 21:30:00,4.01,,,1,42.1,,,1,-11.5,,,1,6.93,,,1,105,,,1,121.3,,,1,17.68,,,1
07/20/2018 21:45:00,3.93,,,1,41.1,,,1,-11.4,,,1,6.93,,,1,105,,,1,119.8,,,1,17.58,,,1
07/20/2018 22:00:00,3.84,,,1,40.2,,,1,-10.6,,,1,6.91,,,1,105,,,1,125.2,,,1,17.48,,,1
07/20/2018 22:15:00,3.77,,,1,39.3,,,1,-9.6,,,1,6.9,,,1,106,,,1,121,,,1,17.37,,,1
07/20/2018 22:30:00,3.7,,,1,38.5,,,1,-9,,,1,6.89,,,1,106,,,1,123.4,,,1,17.26,,,1
07/20/2018 22:45:00,3.65,,,1,37.9,,,1,-8.3,,,1,6.87,,,1,106,,,1,123.9,,,1,17.16,,,1
07/20/2018 23:00:00,3.61,,,1,37.4,,,1,-7.7,,,1,6.86,,,1,106,,,1,123.6,,,1,17.06,,,1
07/20/2018 23:15:00,3.56,,,1,36.8,,,1,-7,,,1,6.85,,,1,106,,,1,128.5,,,1,16.98,,,1
07/20/2018 23:30:00,3.53,,,1,36.5,,,1,-6.6,,,1,6.85,,,1,106,,,1,126.3,,,1,16.89,,,1
07/20/2018 23:45:00,3.5,,,1,36.1,,,1,-6.2,,,1,6.84,,,1,106,,,1,126,,,1,16.81,,,1
07/21/2018 00:00:00,3.48,,,1,35.8,,,1,-5.8,,,1,6.83,,,1,106,,,1,121,,,1,16.73,,,1
07/21/2018 00:15:00,3.45,,,1,35.5,,,1,-5.7,,,1,6.83,,,1,106,,,1,124.5,,,1,16.65,,,1
07/21/2018 00:30:00,3.43,,,1,35.2,,,1,-5.4,,,1,6.82,,,1,106,,,1,125.8,,,1,16.57,,,1
07/21/2018 00:45:00,3.43,,,1,35.1,,,1,-5,,,1,6.82,,,1,106,,,1,129.4,,,1,16.49,,,1
07/21/2018 01:00:00,3.4,,,1,34.8,,,1,-4.9,,,1,6.82,,,1,106,,,1,122.3,,,1,16.41,,,1
07/21/2018 01:15:00,3.38,,,1,34.5,,,1,-4.9,,,1,6.82,,,1,106,,,1,121.1,,,1,16.32,,,1
07/21/2018 01:30:00,3.36,,,1,34.2,,,1,-4.8,,,1,6.81,,,1,106,,,1,122.7,,,1,16.24,,,1
07/21/2018 01:45:00,3.36,,,1,34.1,,,1,-4.9,,,1,6.81,,,1,106,,,1,122.7,,,1,16.15,,,1
07/21/2018 02:00:00,3.34,,,1,33.9,,,1,-4.7,,,1,6.81,,,1,106,,,1,123.5,,,1,16.07,,,1
07/21/2018 02:15:00,3.31,,,1,33.6,,,1,-4.3,,,1,6.8,,,1,106,,,1,124.9,,,1,15.97,,,1
07/21/2018 02:30:00,3.31,,,1,33.5,,,1,-4.3,,,1,6.8,,,1,106,,,1,120.4,,,1,15.87,,,1
07/21/2018 02:45:00,3.31,,,1,33.4,,,1,-3.9,,,1,6.8,,,1,106,,,1,123.7,,,1,15.77,,,1
07/21/2018 03:00:00,3.29,,,1,33.1,,,1,-3.7,,,1,6.79,,,1,106,,,1,124.8,,,1,15.66,,,1
07/21/2018 03:15:00,3.28,,,1,32.9,,,1,-3.3,,,1,6.79,,,1,106,,,1,123.4,,,1,15.55,,,1
07/21/2018 03:30:00,3.28,,,1,32.9,,,1,-3.1,,,1,6.78,,,1,106,,,1,122.4,,,1,15.43,,,1
07/21/2018 03:45:00,3.28,,,1,32.8,,,1,-3,,,1,6.78,,,1,106,,,1,123.4,,,1,15.31,,,1
07/21/2018 04:00:00,3.29,,,1,32.7,,,1,-3,,,1,6.78,,,1,107,,,1,124.3,,,1,15.2,,,1
07/21/2018 04:15:00,3.26,,,1,32.5,,,1,-2.8,,,1,6.78,,,1,107,,,1,122.3,,,1,15.12,,,1
07/21/2018 04:30:00,3.27,,,1,32.4,,,1,-3,,,1,6.78,,,1,107,,,1,122.1,,,1,15.02,,,1
07/21/2018 04:45:00,3.28,,,1,32.5,,,1,-3.2,,,1,6.79,,,1,107,,,1,124.8,,,1,14.93,,,1
07/21/2018 05:00:00,3.26,,,1,32.3,,,1,-3.4,,,1,6.79,,,1,107,,,1,121.8,,,1,14.85,,,1
07/21/2018 05:15:00,3.27,,,1,32.3,,,1,-3.6,,,1,6.79,,,1,108,,,1,125.6,,,1,14.76,,,1
07/21/2018 05:30:00,3.26,,,1,32.1,,,1,-3.8,,,1,6.8,,,1,108,,,1,123.1,,,1,14.68,,,1
07/21/2018 05:45:00,3.28,,,1,32.2,,,1,-3.7,,,1,6.79,,,1,108,,,1,125.8,,,1,14.61,,,1
07/21/2018 06:00:00,3.28,,,1,32.2,,,1,-3.9,,,1,6.8,,,1,108,,,1,123,,,1,14.53,,,1
07/21/2018 06:15:00,3.29,,,1,32.2,,,1,-4.1,,,1,6.8,,,1,109,,,1,124.4,,,1,14.46,,,1
07/21/2018 06:30:00,3.28,,,1,32.1,,,1,-4.2,,,1,6.8,,,1,109,,,1,125.4,,,1,14.39,,,1
07/21/2018 06:45:00,3.3,,,1,32.3,,,1,-4.6,,,1,6.81,,,1,109,,,1,126.2,,,1,14.32,,,1
07/21/2018 07:00:00,3.31,,,1,32.3,,,1,-4.8,,,1,6.81,,,1,109,,,1,126.2,,,1,14.26,,,1
07/21/2018 07:15:00,3.37,,,1,32.8,,,1,-5.2,,,1,6.82,,,1,110,,,1,125.7,,,1,14.19,,,1
07/21/2018 07:30:00,3.37,,,1,32.8,,,1,-5.3,,,1,6.82,,,1,110,,,1,126.9,,,1,14.13,,,1
07/21/2018 07:45:00,3.4,,,1,33,,,1,-5.7,,,1,6.83,,,1,110,,,1,126.5,,,1,14.07,,,1
07/21/2018 08:00:00,3.41,,,1,33.1,,,1,-5.7,,,1,6.83,,,1,110,,,1,127,,,1,14.01,,,1
07/21/2018 08:15:00,3.47,,,1,33.6,,,1,-6,,,1,6.83,,,1,110,,,1,129.5,,,1,13.97,,,1
07/21/2018 08:30:00,3.52,,,1,34.2,,,1,-6.3,,,1,6.84,,,1,110,,,1,123.5,,,1,13.95,,,1
07/21/2018 08:45:00,3.56,,,1,34.6,,,1,-7.4,,,1,6.86,,,1,110,,,1,126.8,,,1,13.96,,,1
07/21/2018 09:00:00,3.63,,,1,35.2,,,1,-7.9,,,1,6.87,,,1,110,,,1,124.5,,,1,14,,,1
07/21/2018 09:15:00,3.65,,,1,35.5,,,1,-8.8,,,1,6.88,,,1,111,,,1,126.6,,,1,14.06,,,1
07/21/2018 09:30:00,3.66,,,1,35.6,,,1,-9.8,,,1,6.9,,,1,111,,,1,126.2,,,1,14.13,,,1
07/21/2018 09:45:00,3.78,,,1,36.9,,,1,-10.4,,,1,6.91,,,1,111,,,1,127.5,,,1,14.23,,,1
07/21/2018 10:00:00,3.85,,,1,37.6,,,1,-10.9,,,1,6.92,,,1,111,,,1,124.9,,,1,14.32,,,1
07/21/2018 10:15:00,3.89,,,1,38.1,,,1,-11.7,,,1,6.93,,,1,111,,,1,128.7,,,1,14.39,,,1
07/21/2018 10:30:00,3.99,,,1,39.1,,,1,-12.1,,,1,6.94,,,1,111,,,1,124.8,,,1,14.51,,,1
07/21/2018 10:45:00,4.03,,,1,39.7,,,1,-12.9,,,1,6.95,,,1,111,,,1,126.8,,,1,14.65,,,1
07/21/2018 11:00:00,4.11,,,1,40.6,,,1,-13.4,,,1,6.96,,,1,111,,,1,126.5,,,1,14.79,,,1
07/21/2018 11:15:00,4.17,,,1,41.4,,,1,-13.8,,,1,6.97,,,1,111,,,1,124.2,,,1,14.97,,,1
07/21/2018 11:30:00,4.25,,,1,42.3,,,1,-14,,,1,6.97,,,1,111,,,1,125.4,,,1,15.16,,,1
07/21/2018 11:45:00,4.32,,,1,43.2,,,1,-14.5,,,1,6.98,,,1,111,,,1,127.3,,,1,15.38,,,1
07/21/2018 12:00:00,4.38,,,1,44,,,1,-14.8,,,1,6.99,,,1,111,,,1,132,,,1,15.62,,,1
07/21/2018 12:15:00,4.46,,,1,45.1,,,1,-15.1,,,1,6.99,,,1,111,,,1,132,,,1,15.81,,,1
07/21/2018 12:30:00,4.53,,,1,45.9,,,1,-15.3,,,1,7,,,1,111,,,1,129.1,,,1,16.07,,,1
07/21/2018 12:45:00,4.56,,,1,46.6,,,1,-16.1,,,1,7.01,,,1,111,,,1,144.1,,,1,16.36,,,1
07/21/2018 13:00:00,4.74,,,1,48.7,,,1,-16.1,,,1,7.01,,,1,111,,,1,144.8,,,1,16.65,,,1
07/21/2018 13:15:00,4.79,,,1,49.5,,,1,-17,,,1,7.02,,,1,111,,,1,138,,,1,16.88,,,1
07/21/2018 13:30:00,4.92,,,1,51.1,,,1,-17.5,,,1,7.03,,,1,111,,,1,141.1,,,1,17.15,,,1
07/21/2018 13:45:00,5.02,,,1,52.4,,,1,-17.7,,,1,7.04,,,1,111,,,1,141.1,,,1,17.45,,,1
07/21/2018 14:00:00,5.12,,,1,53.8,,,1,-18,,,1,7.04,,,1,111,,,1,140.7,,,1,17.73,,,1
07/21/2018 14:15:00,5.2,,,1,55,,,1,-18.3,,,1,7.05,,,1,111,,,1,143.1,,,1,18.03,,,1
07/21/2018 14:30:00,5.3,,,1,56.4,,,1,-18.6,,,1,7.05,,,1,111,,,1,141.3,,,1,18.39,,,1
07/21/2018 14:45:00,5.35,,,1,57.2,,,1,-18.9,,,1,7.06,,,1,111,,,1,144.4,,,1,18.64,,,1
07/21/2018 15:00:00,5.38,,,1,58.1,,,1,-19.3,,,1,7.06,,,1,111,,,1,144.4,,,1,19.01,,,1
07/21/2018 15:15:00,5.49,,,1,59.6,,,1,-19.4,,,1,7.07,,,1,111,,,1,142,,,1,19.33,,,1
07/21/2018 15:30:00,5.49,,,1,59.8,,,1,-19.8,,,1,7.07,,,1,111,,,1,143.9,,,1,19.55,,,1
07/21/2018 15:45:00,5.59,,,1,61.2,,,1,-20.3,,,1,7.08,,,1,111,,,1,147.5,,,1,19.77,,,1
07/21/2018 16:00:00,5.52,,,1,60.7,,,1,-19.8,,,1,7.07,,,1,111,,,1,146.7,,,1,19.92,,,1
07/21/2018 16:15:00,5.55,,,1,61.2,,,1,-19.9,,,1,7.08,,,1,111,,,1,146.7,,,1,20.08,,,1
07/21/2018 16:30:00,5.5,,,1,60.7,,,1,-19.4,,,1,7.07,,,1,111,,,1,144.1,,,1,20.17,,,1
07/21/2018 16:45:00,5.42,,,1,59.9,,,1,-19.9,,,1,7.08,,,1,111,,,1,147.7,,,1,20.26,,,1
07/21/2018 17:00:00,5.43,,,1,60.1,,,1,-19.1,,,1,7.06,,,1,111,,,1,148.6,,,1,20.36,,,1
07/21/2018 17:15:00,5.3,,,1,58.7,,,1,-18.7,,,1,7.05,,,1,111,,,1,149.9,,,1,20.39,,,1
07/21/2018 17:30:00,5.26,,,1,58.4,,,1,-18.4,,,1,7.05,,,1,111,,,1,148,,,1,20.43,,,1
07/21/2018 17:45:00,5.21,,,1,57.8,,,1,-17.9,,,1,7.04,,,1,111,,,1,150.2,,,1,20.42,,,1
07/21/2018 18:00:00,5.12,,,1,56.8,,,1,-18,,,1,7.04,,,1,111,,,1,145.9,,,1,20.41,,,1
07/21/2018 18:15:00,5.05,,,1,56,,,1,-17.3,,,1,7.03,,,1,111,,,1,143.1,,,1,20.39,,,1
07/21/2018 18:30:00,4.95,,,1,54.8,,,1,-17.3,,,1,7.03,,,1,111,,,1,143.3,,,1,20.36,,,1
07/21/2018 18:45:00,4.84,,,1,53.6,,,1,-16.4,,,1,7.01,,,1,111,,,1,146.4,,,1,20.3,,,1
07/21/2018 19:00:00,4.81,,,1,53.2,,,1,-16.4,,,1,7.01,,,1,111,,,1,146.5,,,1,20.23,,,1
07/21/2018 19:15:00,4.7,,,1,51.8,,,1,-15.6,,,1,7,,,1,111,,,1,143.8,,,1,20.14,,,1
07/21/2018 19:30:00,4.62,,,1,50.9,,,1,-15,,,1,6.99,,,1,111,,,1,148,,,1,20.03,,,1
07/21/2018 19:45:00,4.61,,,1,50.6,,,1,-14.4,,,1,6.98,,,1,111,,,1,143.1,,,1,19.9,,,1
07/21/2018 20:00:00,4.5,,,1,49.2,,,1,-14.2,,,1,6.98,,,1,111,,,1,145.7,,,1,19.74,,,1
07/21/2018 20:15:00,4.38,,,1,47.7,,,1,-13.7,,,1,6.97,,,1,111,,,1,148.9,,,1,19.58,,,1
07/21/2018 20:30:00,4.26,,,1,46.3,,,1,-12.9,,,1,6.95,,,1,111,,,1,139.2,,,1,19.39,,,1
07/21/2018 20:45:00,4.11,,,1,44.5,,,1,-12.9,,,1,6.95,,,1,111,,,1,146.1,,,1,19.2,,,1
07/21/2018 21:00:00,4,,,1,43.1,,,1,-11.4,,,1,6.93,,,1,111,,,1,145.6,,,1,19,,,1
07/21/2018 21:15:00,3.88,,,1,41.7,,,1,-10.7,,,1,6.92,,,1,111,,,1,145.9,,,1,18.81,,,1
07/21/2018 21:30:00,3.78,,,1,40.4,,,1,-9.3,,,1,6.89,,,1,111,,,1,146.4,,,1,18.63,,,1
07/21/2018 21:45:00,3.7,,,1,39.5,,,1,-7.8,,,1,6.87,,,1,111,,,1,139.4,,,1,18.45,,,1
07/21/2018 22:00:00,3.61,,,1,38.3,,,1,-5.9,,,1,6.83,,,1,111,,,1,146.2,,,1,18.27,,,1
07/21/2018 22:15:00,3.54,,,1,37.4,,,1,-4.8,,,1,6.82,,,1,111,,,1,147.5,,,1,18.09,,,1
07/21/2018 22:30:00,3.47,,,1,36.6,,,1,-4.1,,,1,6.8,,,1,111,,,1,147.5,,,1,17.93,,,1
07/21/2018 22:45:00,3.42,,,1,36,,,1,-3.8,,,1,6.8,,,1,111,,,1,144.8,,,1,17.78,,,1
07/21/2018 23:00:00,3.35,,,1,35.2,,,1,-3.4,,,1,6.79,,,1,111,,,1,147,,,1,17.64,,,1
07/21/2018 23:15:00,3.27,,,1,34.2,,,1,-2.4,,,1,6.77,,,1,112,,,1,147.8,,,1,17.48,,,1
07/21/2018 23:30:00,3.24,,,1,33.8,,,1,-2.3,,,1,6.77,,,1,112,,,1,146.2,,,1,17.33,,,1
07/21/2018 23:45:00,3.22,,,1,33.4,,,1,-1.7,,,1,6.76,,,1,111,,,1,146.9,,,1,17.17,,,1
07/22/2018 00:00:00,3.2,,,1,33.1,,,1,-1.8,,,1,6.76,,,1,111,,,1,146.9,,,1,17.01,,,1
07/22/2018 00:15:00,3.16,,,1,32.6,,,1,-1.5,,,1,6.76,,,1,111,,,1,147.7,,,1,16.87,,,1
07/22/2018 00:30:00,3.13,,,1,32.2,,,1,-1.3,,,1,6.75,,,1,111,,,1,145,,,1,16.72,,,1
07/22/2018 00:45:00,3.11,,,1,31.9,,,1,-1.5,,,1,6.76,,,1,111,,,1,147.2,,,1,16.57,,,1
07/22/2018 01:00:00,3.07,,,1,31.4,,,1,-1.3,,,1,6.75,,,1,111,,,1,147.2,,,1,16.43,,,1
07/22/2018 01:15:00,3.06,,,1,31.2,,,1,-1.3,,,1,6.75,,,1,111,,,1,148.1,,,1,16.27,,,1
07/22/2018 01:30:00,3.05,,,1,31,,,1,-1.2,,,1,6.75,,,1,111,,,1,149.5,,,1,16.14,,,1
07/22/2018 01:45:00,3.03,,,1,30.7,,,1,-1.4,,,1,6.75,,,1,111,,,1,147.8,,,1,15.99,,,1
07/22/2018 02:00:00,3,,,1,30.3,,,1,-0.5,,,1,6.74,,,1,111,,,1,147.9,,,1,15.84,,,1
07/22/2018 02:15:00,2.97,,,1,29.9,,,1,-0.7,,,1,6.74,,,1,111,,,1,149.5,,,1,15.69,,,1
07/22/2018 02:30:00,2.98,,,1,29.9,,,1,-0.7,,,1,6.74,,,1,112,,,1,145.5,,,1,15.54,,,1
07/22/2018 02:45:00,2.96,,,1,29.6,,,1,-0.6,,,1,6.74,,,1,112,,,1,144.8,,,1,15.39,,,1
07/22/2018 03:00:00,2.96,,,1,29.5,,,1,-0.4,,,1,6.74,,,1,112,,,1,148.3,,,1,15.24,,,1
07/22/2018 03:15:00,2.94,,,1,29.2,,,1,-0.6,,,1,6.74,,,1,112,,,1,148.5,,,1,15.11,,,1
07/22/2018 03:30:00,2.91,,,1,28.8,,,1,-0.4,,,1,6.74,,,1,112,,,1,149.6,,,1,14.96,,,1
07/22/2018 03:45:00,2.92,,,1,28.8,,,1,-0.6,,,1,6.74,,,1,112,,,1,146.6,,,1,14.82,,,1
07/22/2018 04:00:00,2.92,,,1,28.8,,,1,-0.4,,,1,6.73,,,1,112,,,1,146.3,,,1,14.67,,,1
07/22/2018 04:15:00,2.93,,,1,28.8,,,1,0.1,,,1,6.73,,,1,112,,,1,143.1,,,1,14.53,,,1
07/22/2018 04:30:00,2.92,,,1,28.6,,,1,-0.4,,,1,6.74,,,1,112,,,1,146.3,,,1,14.41,,,1
07/22/2018 04:45:00,2.95,,,1,28.8,,,1,-0.3,,,1,6.73,,,1,112,,,1,142.8,,,1,14.28,,,1
07/22/2018 05:00:00,2.95,,,1,28.7,,,1,-0.1,,,1,6.73,,,1,112,,,1,146.1,,,1,14.13,,,1
07/22/2018 05:15:00,2.97,,,1,28.8,,,1,-0.6,,,1,6.74,,,1,112,,,1,143.9,,,1,14.02,,,1
07/22/2018 05:30:00,2.97,,,1,28.8,,,1,-0.5,,,1,6.74,,,1,112,,,1,140.6,,,1,13.89,,,1
07/22/2018 05:45:00,2.99,,,1,28.8,,,1,-0.8,,,1,6.74,,,1,112,,,1,145.7,,,1,13.75,,,1
07/22/2018 06:00:00,2.97,,,1,28.6,,,1,-0.9,,,1,6.74,,,1,112,,,1,145.5,,,1,13.64,,,1
07/22/2018 06:15:00,2.98,,,1,28.6,,,1,-0.7,,,1,6.74,,,1,112,,,1,148.1,,,1,13.51,,,1
07/22/2018 06:30:00,2.96,,,1,28.4,,,1,-1,,,1,6.74,,,1,112,,,1,146.9,,,1,13.4,,,1
07/22/2018 06:45:00,2.99,,,1,28.6,,,1,-0.9,,,1,6.74,,,1,112,,,1,147.3,,,1,13.28,,,1
07/22/2018 07:00:00,2.97,,,1,28.3,,,1,-1.6,,,1,6.75,,,1,113,,,1,148.4,,,1,13.18,,,1
07/22/2018 07:15:00,3.02,,,1,28.7,,,1,-2.3,,,1,6.77,,,1,113,,,1,149.1,,,1,13.08,,,1
07/22/2018 07:30:00,3.07,,,1,29.1,,,1,-3.1,,,1,6.78,,,1,113,,,1,146.4,,,1,12.98,,,1
07/22/2018 07:45:00,3.07,,,1,29.1,,,1,-3.1,,,1,6.78,,,1,113,,,1,149.1,,,1,12.91,,,1
07/22/2018 08:00:00,3.06,,,1,29,,,1,-3.4,,,1,6.79,,,1,113,,,1,147.9,,,1,12.82,,,1
07/22/2018 08:15:00,3.09,,,1,29.2,,,1,-4,,,1,6.8,,,1,113,,,1,149.2,,,1,12.78,,,1
07/22/2018 08:30:00,3.09,,,1,29.2,,,1,-4.3,,,1,6.8,,,1,113,,,1,193.7,,,1,12.74,,,1
07/22/2018 08:45:00,3.17,,,1,29.9,,,1,-5.4,,,1,6.82,,,1,113,,,1,138.7,,,1,12.71,,,1
